name,url,standard,address,id,result(total),result(error),result(warning),result(notice)
The Old Court House Surgery,https://www.ochsurgery.co.uk,WCAG2AAA,SM1 4AF,5d290bd7edf8287f0f23c6ac,367,63,160,144
Kings Edge Medical Centre,http://www.kingsedgemedicalcentre.uk/,WCAG2AAA,NW9 0QP,5d290bd7edf8287f0f23c6ad,216,8,131,77
"GP Direct, Dr Merali & Partners, Eastcote Lane",http://www.gpdirect.co.uk,WCAG2AAA,HA2 8BS,5d290bd7edf8287f0f23c6ae,284,87,54,143
Simpson House Medical Centre - Dr Rozewicz & Partners,http://www.simpsonhouse.org.uk,WCAG2AAA,HA2 8RS,5d290bd7edf8287f0f23c6af,280,21,105,154
Brampton Health Centre,http://www.bramptonhealthcentre.co.uk/,WCAG2AAA,NW9 9BY,5d290bd7edf8287f0f23c6b0,306,46,27,233
Kingsbury Health and Wellbeing,http://www.kingsburyhealthandwellbeing.co.uk/,WCAG2AAA,NW9 0EF,5d290bd7edf8287f0f23c6b1,541,65,273,203
Preston Hill Surgery ,http://www.aksyrmedicalpractice.nhs.uk/,WCAG2AAA,HA3 9SN,5d290bd7edf8287f0f23c6b2,369,63,173,133
Vale Drive Medical Practice,https://www.valedrivemedical.nhs.uk/,WCAG2AAA,EN5 2ED,5d290bd7edf8287f0f23c6b3,317,20,92,205
The Fryent Way Surgery,http://www.thefryentwaysurgery.nhs.uk,WCAG2AAA,NW9 9SB,5d290bd7edf8287f0f23c6b4,292,130,36,126
The Everglade Medical Practice,http://www.everglademedicalpractice.nhs.uk/,WCAG2AAA,NW9 5XT,5d290bd7edf8287f0f23c6b5,363,152,82,129
Willow Tree Family Doctors,http://www.willowtreefamilydoctors.com/,WCAG2AAA,NW9 9AD,5d290bd7edf8287f0f23c6b6,351,25,136,190
Highview Medical Centre,http://www.highviewsurgery.co.uk/,WCAG2AAA,EN6 5DA,5d290bd7edf8287f0f23c6b7,327,72,86,169
Lanfranc Medical Centre,http://www.lanfrancmedicalcentre.co.uk,WCAG2AAA,HA1 3QE,5d290bd7edf8287f0f23c6b8,690,21,387,282
Dr Muhammad Misbah-Ur-Rehman Siddiqui,http://www.walnutwaysurgery.nhs.uk/,WCAG2AAA,HA4 6TA,5d290bd7edf8287f0f23c6b9,208,19,82,107
UXENDON CRESCENT SURGERY ,http://www.uxendoncrescentsurgery.co.uk,WCAG2AAA,HA9 9TW,5d290bd7edf8287f0f23c6ba,355,34,96,225
Colindale Medical Centre Lp,http://www.colindalemedicalcentre.nhs.uk,WCAG2AAA,NW9 6DJ,5d290bd7edf8287f0f23c6bb,204,20,63,121
Hillingdon Health Centre,http://www.hillingdonhealthcentre.co.uk,WCAG2AAA,UB10 9QF,5d290bd7edf8287f0f23c6bc,169,50,19,100
Dr Govindasamy Balachandran,http://doncasterdrivemedicalcentre.nhs.uk,WCAG2AAA,UB5 4AT,5d290bd7edf8287f0f23c6bd,640,22,347,271
Dr. D Creak & Partners,http://www.peartreegp.co.uk,WCAG2AAA,AL7 4JS,5d290bd7edf8287f0f23c6be,309,18,146,145
Ephedra Healthcare,http://www.springhouse.nhs.uk/,WCAG2AAA,AL7 4HL,5d290bd7edf8287f0f23c6bf,212,14,67,131
Addington Medical Centre,http://www.addingtonmedicalcentre.co.uk,WCAG2AAA,EN5 1QH,5d290bd7edf8287f0f23c6c0,490,103,207,180
The Barnabas Medical Centre,http://www.barnabasmedicalcentre.co.uk,WCAG2AAA,UB5 4SR,5d290bd7edf8287f0f23c6c1,710,21,385,304
"Garden City Practice, Welwyn Garden City",http://www.gardencitypractice.nhs.uk,WCAG2AAA,AL8 6QW,5d290bd7edf8287f0f23c6c2,180,34,24,122
Sudbury Surgery,http://www.sudburysurgery.co.uk,WCAG2AAA,HA0 3HG,5d290bd7edf8287f0f23c6c3,163,9,43,111
Parkway Surgery,http://www.hallgrovesurgery.co.uk,WCAG2AAA,AL8 6HG,5d290bd7edf8287f0f23c6c4,613,156,300,157
PRESTON ROAD SURGERY,http://www.prestonroadsurgerywembley.co.uk,WCAG2AAA,HA9 8LB,5d290bd7edf8287f0f23c6c5,725,25,386,314
Islip Manor Medical Centre,http://www.islipmanorsurgery.co.uk/,WCAG2AAA,UB5 5RG,5d290bd7edf8287f0f23c6c6,708,21,388,299
The Belmont Medical Centre,http://www.thebelmontmedicalcentre.co.uk,WCAG2AAA,UB8 1SD,5d290bd7edf8287f0f23c6c7,282,9,146,127
Peartree Lane Surgery,http://www.peartreegp.co.uk,WCAG2AAA,AL7 3UJ,5d290bd7edf8287f0f23c6c8,310,18,146,146
Dr Rackham & Partners,http://www.centraluxbridgesurgery.co.uk,WCAG2AAA,UB8 1UB,5d290bd7edf8287f0f23c6c9,192,22,67,103
ST GEORGE'S MEDICAL CENTRE,http://www.stgeorgesmc.co.uk/,WCAG2AAA,NW4 4QR,5d290bd7edf8287f0f23c6ca,281,40,108,133
Dr Ajay Birly,http://www.acornmedicalcentre.nhs.uk/,WCAG2AAA,UB10 9JN,5d290bd7edf8287f0f23c6cb,185,21,74,90
Wembley Park Drive Medical Centre,https://www.wembleyparkdrive.co.uk,WCAG2AAA,HA9 8HD,5d290bd7edf8287f0f23c6cc,255,73,41,141
Allendale Road Surgery,http://www.allendalesurgery.co.uk/,WCAG2AAA,UB6 0RA,5d290bd7edf8287f0f23c6cd,705,22,382,301
Dr David Monkman,http://www.eastbarnetgpsurgeries.co.uk,WCAG2AAA,EN4 8QZ,5d290bd7edf8287f0f23c6ce,175,6,59,110
Ellis Practice,http://www.ellispractice.co.uk,WCAG2AAA,HA9 9FX,5d290bd7edf8287f0f23c6cf,180,21,40,119
Chalkhill Family Practice,http://www.chalkhillfamilypractice.nhs.uk/,WCAG2AAA,HA9 9FX,5d290bd7edf8287f0f23c6d0,735,28,391,316
Hall Grove Practice,http://www.hallgrovesurgery.co.uk,WCAG2AAA,AL7 4PL,5d290bd7edf8287f0f23c6d1,613,156,300,157
Hendon Way Surgery ,http://www.hendonwaysurgery.nhs.uk,WCAG2AAA,NW9 7DG,5d290bd7edf8287f0f23c6d2,225,56,49,120
Forty Willows Surgery,http://www.fortywillowssurgery.nhs.uk,WCAG2AAA,HA9 9HA,5d290bd7edf8287f0f23c6d3,259,52,77,130
Jai Medical Centre (Hendon),http://www.jaimedical.nhs.uk/,WCAG2AAA,NW4 3SU,5d290bd7edf8287f0f23c6d4,1271,534,114,623
The Phoenix Practice,http://www.phoenixpractice.co.uk/,WCAG2AAA,NW4 4AE,5d290bd7edf8287f0f23c6d5,104,27,11,66
The Tudor House Medical Centre,http://www.tudorhousemedicalcentre.nhs.uk,WCAG2AAA,HA9 9DS,5d290bd7edf8287f0f23c6d6,238,27,95,116
Lancelot Medical Centre,http://www.lancelotmedicalcentre.co.uk,WCAG2AAA,HA0 2AL,5d290bd7edf8287f0f23c6d7,691,14,391,286
The Garden City Practice,http://www.gardencitypractice.nhs.uk,WCAG2AAA,AL8 7QG,5d290bd7edf8287f0f23c6d8,180,34,24,122
St Andrews Medical Practice,http://www.standrewsmedicalpractice.nhs.uk,WCAG2AAA,N20 9EX,5d290bd7edf8287f0f23c6d9,152,37,44,71
Premier Medical Centre,http://www.premiermedicalcentre.nhs.uk/,WCAG2AAA,HA0 4UZ,5d290bd7edf8287f0f23c6da,124,10,17,97
Pearl Medical Practice,http://www.pearlmedicalpractice.nhs.uk,WCAG2AAA,HA0 4UZ,5d290bd7edf8287f0f23c6db,693,14,391,288
The Sunflower Medical Centre,https://www.sunflowermedicalcentre.co.uk/,WCAG2AAA,HA0 4UZ,5d290bd7edf8287f0f23c6dc,301,101,76,124
The Wembley Practice,http://www.wembleygp.co.uk,WCAG2AAA,HA0 4UZ,5d290bd7edf8287f0f23c6dd,369,100,51,218
Hillview Surgery,http://www.hillviewsurgery.nhs.uk,WCAG2AAA,UB6 7HQ,5d290bd7edf8287f0f23c6de,702,23,381,298
Derwent Crescent Medical Centre,http://www.derwentmedical.co.uk,WCAG2AAA,N20 0QQ,5d290bd7edf8287f0f23c6df,224,68,27,129
The Cedar Brook Practice,http://www.thecedarbrookpractice.co.uk,WCAG2AAA,UB4 8DD,5d290bd7edf8287f0f23c6e0,347,138,47,162
WEST END SURGERY,http://www.westendsurgerynortholt.nhs.uk,WCAG2AAA,UB5 6QN,5d290bd7edf8287f0f23c6e1,706,21,379,306
Yeading Medical Centre,http://www.yeadingmedicalcentre.nhs.uk,WCAG2AAA,UB5 6LD,5d290bd7edf8287f0f23c6e2,714,22,389,303
The Simpson Centre,http://www.thesimpsoncentre.com,WCAG2AAA,HP9 1PS,5d290bd7edf8287f0f23c6e3,203,30,72,101
Dr Azim and partners,http://www.drazimandpartners.nhs.uk/,WCAG2AAA,NW4 3EB,5d290bd7edf8287f0f23c6e4,322,24,180,118
Cornwall House Surgery,http://cornwallhousesurgery.googlepages.com/home,WCAG2AAA,N3 1LD,5d290bd7edf8287f0f23c6e5,22,3,10,9
Supreme Medical Centre,http://www.suprememedicalcentre.nhs.uk/,WCAG2AAA,N3 2JX,5d290bd7edf8287f0f23c6e6,186,49,13,124
The Speedwell Practice,http://www.thespeedwellpractice.nhs.uk,WCAG2AAA,N12 9SS,5d290bd7edf8287f0f23c6e7,159,3,91,65
Torrington Park Group Practice,"http://www.torringtonparkgrouppractice.nhs.uk/welcome,48540.htm",WCAG2AAA,N12 9SS,5d290bd7edf8287f0f23c6e8,220,39,101,80
Lichfield Grove Surgery,http://www.lichfieldgrovesurgery.nhs.uk,WCAG2AAA,N3 2JP,5d290bd7edf8287f0f23c6e9,254,28,94,132
ROTHSCHILD HOUSE SURGERY,http://www.rothschildhousesurgery.co.uk,WCAG2AAA,HP23 6PU,5d290bd7edf8287f0f23c6ea,331,57,21,253
Haldens Medical Centre,http://www.gardencitypractice.nhs.uk,WCAG2AAA,AL7 1DF,5d290bd7edf8287f0f23c6eb,180,34,24,122
Northolt Family Practice,https://www.northoltandallenbypractice.co.uk/,WCAG2AAA,UB5 6WL,5d290bd7edf8287f0f23c6ec,720,22,387,311
Cockfosters Medical Centre,http://www.cockfostersmedicalcentre.nhs.uk,WCAG2AAA,EN4 9NB,5d290bd7edf8287f0f23c6ed,150,44,18,88
Allenby Clinic,https://www.northoltandallenbypractice.co.uk/,WCAG2AAA,UB5 6WL,5d290bd7edf8287f0f23c6ee,720,22,387,311
GOODCARE PRACTICE,http://www.goodcarepracticenortholt.nhs.uk,WCAG2AAA,UB5 6WL,5d290bd7edf8287f0f23c6ef,704,22,381,301
Broadmead Surgery,http://www.broadmeadsurgery.co.uk,WCAG2AAA,UB5 6WL,5d290bd7edf8287f0f23c6f0,658,21,355,282
Dr Shobhna Patel,http://nhsgp.online,WCAG2AAA,HA0 4SH,5d290bd7edf8287f0f23c6f1,274,61,54,159
Prospect House Surgery,http://www.thepracticeprospecthouse.nhs.uk/,WCAG2AAA,HP16 0BG,5d290bd7edf8287f0f23c6f2,340,138,52,150
Moors Walk Surgery,http://www.peartreegp.co.uk,WCAG2AAA,AL7 2BQ,5d290bd7edf8287f0f23c6f3,310,19,146,145
Stanley Corner Medical Centre,http://www.stanleycornermedicalcentre.co.uk,WCAG2AAA,HA0 4JF,5d290bd7edf8287f0f23c6f4,206,43,48,115
THE PINE MEDICAL CENTRE,http://www.thepinemedicalcentre.nhs.uk,WCAG2AAA,UB4 8RB,5d290bd7edf8287f0f23c6f5,1274,541,109,624
Perivale Medical Clinic,https://www.perivalemedicalcentre.nhs.uk/,WCAG2AAA,UB6 8HU,5d290bd7edf8287f0f23c6f6,720,22,386,312
Crest Medical Centre,http://nhsgp.online,WCAG2AAA,NW2 7NA,5d290bd7edf8287f0f23c6f7,274,61,54,159
Oakleigh Road Health Centre,http://www.oakleighroadclinic.nhs.uk,WCAG2AAA,N20 0DH,5d290bd7edf8287f0f23c6f8,704,71,318,315
The Law Medical Group Practice,http://www.lawmedicalgrouppractice.co.uk/,WCAG2AAA,HA9 6QQ,5d290bd7edf8287f0f23c6f9,218,46,32,140
Neasden Medical Centre,http://www.neasdenmc.co.uk,WCAG2AAA,NW2 7SA,5d290bd7edf8287f0f23c6fa
Rosemary Surgery,http://www.rosemarymedicalcentre.nhs.uk/contact1.aspx,WCAG2AAA,N3 2QN,5d290bd7edf8287f0f23c6fb,175,49,18,108
Hazeldene Medical Centre,http://nhsgp.online,WCAG2AAA,HA9 6PW,5d290bd7edf8287f0f23c6fc,274,61,54,159
West London Medical Centre,http://www.londongp.org.uk,WCAG2AAA,UB8 3NG,5d290bd7edf8287f0f23c6fd,668,247,26,395
Gladstone Medical Centre,http://www.gladstonemedicalcentre.nhs.uk,WCAG2AAA,NW2 6JH,5d290bd7edf8287f0f23c6fe,726,16,392,318
The Southgate Surgery,http://www.thesouthgatesurgerynorthlondon.nhs.uk,WCAG2AAA,N14 4PR,5d290bd7edf8287f0f23c6ff,262,23,175,64
Squires Lane Medical Practice,https://www.squireslanemedicalpractice.co.uk/,WCAG2AAA,N3 2AU,5d290bd7edf8287f0f23c700,398,30,107,261
Brunswick Park Medical Centre,http://www.brunswickparkmedicalpractice.nhs.uk,WCAG2AAA,N11 1EY,5d290bd7edf8287f0f23c701,244,73,37,134
The Penn Surgery,http://www.thesimpsoncentre.com/,WCAG2AAA,HP10 8LQ,5d290bd7edf8287f0f23c702,203,30,72,101
Brentfield Medical Centre,http://www.brentfieldmedicalcentre.co.uk,WCAG2AAA,NW10 8TF,5d290bd7edf8287f0f23c703,240,9,119,112
Oxgate Gardens Surgery,http://www.oxgategardens.co.uk/,WCAG2AAA,NW2 6EA,5d290bd7edf8287f0f23c704,201,19,72,110
Sudbury And Alperton Medical Centre,http://www.samc.org.uk,WCAG2AAA,HA0 1EU,5d290bd7edf8287f0f23c705,209,62,15,132
Temple Fortune Medical Group,http://www.tfhc.org.uk,WCAG2AAA,NW11 7TE,5d290bd7edf8287f0f23c706,228,65,16,147
Somerset Medical Centre,http://www.somersetmedicalcentre.nhs.uk/,WCAG2AAA,UB1 2TS,5d290bd7edf8287f0f23c707,707,22,384,301
St.Georges Medical Ctr.,http://www.stgeorgesmedicalcentre.co.uk,WCAG2AAA,UB1 2RX,5d290bd7edf8287f0f23c708,725,22,390,313
Elmbank Surgery,http://www.elmbanksurgery.nhs.uk/,WCAG2AAA,W7 3DD,5d290bd7edf8287f0f23c709,717,22,388,307
Friern Barnet Medical Centre,http://www.friernbarnetmedicalcentre.nhs.uk,WCAG2AAA,N11 3BU,5d290bd7edf8287f0f23c70a,166,42,35,89
Jubilee Gardens Medical Centre,https://www.jubileegardensmedicalcentre.co.uk,WCAG2AAA,UB1 2TJ,5d290bd7edf8287f0f23c70b,711,22,387,302
Woodbridge Medical Centre,http://www.woodbridgemedicalcentre.nhs.uk/,WCAG2AAA,UB1 2TJ,5d290bd7edf8287f0f23c70c,706,21,384,301
Threeways Surgery,http://www.threewayssurgery.co.uk,WCAG2AAA,SL2 4AZ,5d290bd7edf8287f0f23c70d,214,9,80,125
Hazlemere Surgery,https://desborough.gpsurgery.net/,WCAG2AAA,HP15 7AD,5d290bd7edf8287f0f23c70e,626,278,24,324
CHURCH END MEDICAL CENTRE ,http://www.cemc.nhs.uk,WCAG2AAA,NW10 9HP,5d290bd7edf8287f0f23c70f,696,21,389,286
The Southall Medical Centre,http://www.southallmedicalcentre.co.uk/,WCAG2AAA,UB1 2PT,5d290bd7edf8287f0f23c710,716,26,381,309
The Stonebridge Practice,http://www.thestonebridgepractice.co.uk,WCAG2AAA,NW10 8RY,5d290bd7edf8287f0f23c711,272,20,123,129
AKSYR MEDICAL PRACTICE,http://www.aksyrmedicalpractice.nhs.uk,WCAG2AAA,NW10 8RY,5d290bd7edf8287f0f23c712,369,63,173,133
Hilltop Medical Practice,http://www.thehilltopmedicalpractice.co.uk,WCAG2AAA,NW10 8RY,5d290bd7edf8287f0f23c713,463,63,243,157
Adler Js-The Surgery,http://www.drsadlerandrosenberg.gpsurgery.net,WCAG2AAA,NW11 7NP,5d290bd7edf8287f0f23c714,376,174,23,179
Chepstow Gardens Medical Centre,http://www.drmikhailladymargaretroad.co.uk,WCAG2AAA,UB1 2RL,5d290bd7edf8287f0f23c715
Greenford Avenue Fhp,https://www.greenfordavenuefhp.co.uk/,WCAG2AAA,W7 3AH,5d290bd7edf8287f0f23c716,713,22,388,303
The Pitshanger Lane Surgery,http://www.pitshangerfamilypracitce.nhs.uk,WCAG2AAA,W5 1RQ,5d290bd7edf8287f0f23c717
Lynwood Surgery ,https://systmonline.tpp-uk.com,WCAG2AAA,W5 1JQ,5d290bd7edf8287f0f23c718,3,1,0,2
Queens Walk Practice,http://www.queenswalkpractice.nhs.uk,WCAG2AAA,W5 1TP,5d290bd7edf8287f0f23c719,722,22,390,310
The Hodford Road Practice,http://www.hodfordroadsurgery.co.uk,WCAG2AAA,NW11 8NH,5d290bd7edf8287f0f23c71a,191,7,92,92
Otterfield Medical Centre,http://www.otterfieldmedicalcentre.co.uk/,WCAG2AAA,UB7 8PE,5d290bd7edf8287f0f23c71b,317,107,49,161
Kincora Surgery,http://www.kincoradoctorsurgery.com,WCAG2AAA,UB3 3HG,5d290bd7edf8287f0f23c71c,198,17,31,150
The Argyle Surgery,http://www.argylesurgery.com,WCAG2AAA,W13 8ER,5d290bd7edf8287f0f23c71d,694,24,369,301
Iver Medical Centre,http://www.iverdoc.co.uk/,WCAG2AAA,SL0 9NU,5d290bd7edf8287f0f23c71e,264,48,106,110
The Willesden Medical Centre,https://www.willesdenmedicalcentre.co.uk,WCAG2AAA,NW10 2PT,5d290bd7edf8287f0f23c71f,245,77,34,134
THE SHELDON PRACTICE ,http://www.thesheldonpractice.co.uk/,WCAG2AAA,NW2 3AH,5d290bd7edf8287f0f23c720,1264,531,109,624
Greenhill Park Medical Centre,http://www.neasdenmc.co.uk,WCAG2AAA,NW10 9AR,5d290bd7edf8287f0f23c721
The Mwh Practice,http://www.mwhpractice.co.uk/,WCAG2AAA,UB1 1LA,5d290bd7edf8287f0f23c722,172,42,70,60
CHICHELE ROAD SURGERY,http://www.chicheleroadsurgery .co.uk,WCAG2AAA,NW2 3AN,5d290bd7edf8287f0f23c723,2,2,0,0
Sunrise Medical Centre,http://www.sunrisemedicalcentre.nhs.uk,WCAG2AAA,UB1 1HS,5d290bd7edf8287f0f23c724,699,22,380,297
Guru Nanak Medical Centre,http://www.drgsinghandpartners.nhs.uk,WCAG2AAA,UB1 1EE,5d290bd7edf8287f0f23c725,717,21,388,308
Willesden Green Surgery,https://www.willesdengreensurgery.nhs.uk/,WCAG2AAA,NW2 3UY,5d290bd7edf8287f0f23c726
Yiewsley Family Practice,http://yiewsleyhealthcentre.nhs.uk/,WCAG2AAA,UB7 7DP,5d290bd7edf8287f0f23c727
Park Royal Medical Practice,http://www.parkroyalmedicalpractice.nhs.uk,WCAG2AAA,NW10 7NS,5d290bd7edf8287f0f23c728,199,46,29,124
Bincote Surgery,http://www.bincotesurgery.co.uk,WCAG2AAA,EN2 7RD,5d290bd7edf8287f0f23c729,375,34,108,233
Roundwood Park Medical Centre,http://www.roundwoodparkmedicalcentre.nhs.uk,WCAG2AAA,NW10 3RY,5d290bd7edf8287f0f23c72a,221,57,53,111
Burnley Medical Practice,http://www.burnleygp.co.uk,WCAG2AAA,NW10 3RY,5d290bd7edf8287f0f23c72b,398,100,70,228
The John Hampden Surgery,http://www.johnhampdensurgery.co.uk/,WCAG2AAA,HP16 9EU,5d290bd7edf8287f0f23c72c,238,15,88,135
Highlands Practice ,http://www.highlandspractice.com,WCAG2AAA,N21 1UJ,5d290bd7edf8287f0f23c72d,134,8,97,29
HESA Medical Centre,http://www.hesamedicalcentre.co.uk/,WCAG2AAA,UB3 4DD,5d290bd7edf8287f0f23c72e,167,44,26,97
Arnos Grove Medical Centr,http://www.arnosgrovemedicalcentre.nhs.uk,WCAG2AAA,N11 1BD,5d290bd7edf8287f0f23c72f,147,8,68,71
Chequers Surgery,http://www.ourpractice.co.uk,WCAG2AAA,HP16 9DU,5d290bd7edf8287f0f23c730,454,104,106,244
Cherrymead Surgery,http://www.cherrymeadsurgery.co.uk,WCAG2AAA,HP10 9XA,5d290bd7edf8287f0f23c731,286,72,68,146
The Corfton Road Surgery,http://www.corftonroadsurgery.co.uk,WCAG2AAA,W5 2HS,5d290bd7edf8287f0f23c732,710,22,385,303
Staverton Surgery,http://www.stavertonsurgery.nhs.uk,WCAG2AAA,NW2 5HA,5d290bd7edf8287f0f23c733,218,8,107,103
MAPESBURY MEDICAL GROUP,http://www.mapesburymedicalgroup.co.uk/,WCAG2AAA,NW2 3PS,5d290bd7edf8287f0f23c734,358,141,67,150
Bourne End and Wooburn Green Medical Centre,http://www.poundhousepractice.co.uk,WCAG2AAA,HP10 0EE,5d290bd7edf8287f0f23c735
Buckingham Rd Surgery,http://www.buckinghamroadsurgery.nhs.uk/,WCAG2AAA,NW10 4RR,5d290bd7edf8287f0f23c736,4,2,0,2
Westseven GP,http://www.westsevengp.nhs.uk,WCAG2AAA,W7 1DR,5d290bd7edf8287f0f23c737,712,22,389,301
Hanwell Health Centre - Lees Naish Bassi,http://www.hanwell.gpsurgerywebsite.co.uk,WCAG2AAA,W7 1DR,5d290bd7edf8287f0f23c738
The Cuckoo Lane Practice,http://www.cuckoolanesurgery.co.uk/,WCAG2AAA,W7 1DR,5d290bd7edf8287f0f23c739,707,22,382,303
Aston Clinton Surgery,https://www.westongrove.com,WCAG2AAA,HP22 5LB,5d290bd7edf8287f0f23c73a,434,25,169,240
Queens Avenue Practice,http://queensavenue.practice@nhs.net,WCAG2AAA,N10 3BJ,5d290bd7edf8287f0f23c73b
The Jersey Practice,http://www.thejerseypractice.com/,WCAG2AAA,UB2 4UP,5d290bd7edf8287f0f23c73c,190,14,49,127
Rutland House Surgery,http://www.rutlandhouse.nhs.uk,WCAG2AAA,N10 1DU,5d290bd7edf8287f0f23c73d,160,12,28,120
The Boileau Road Surgery,http://www.boileauroadsurgery.nhs.uk/,WCAG2AAA,W5 3AJ,5d290bd7edf8287f0f23c73e,701,22,384,295
Grosvenor House Surgery,http://www.grosvenorhousesurgery.nhs.uk,WCAG2AAA,W13 9BE,5d290bd7edf8287f0f23c73f,681,22,371,288
The Alexandra Surgery,http://www.alexandrasurgery.com/,WCAG2AAA,N22 7UN,5d290bd7edf8287f0f23c740,203,47,53,103
Featherstone Road Health Centre,https://www.featherstoneroadhc.co.uk/,WCAG2AAA,UB2 5BQ,5d290bd7edf8287f0f23c741,694,25,380,289
Valley View Health Centre,https://www.cuffleyvillagesurgery.co.uk/,WCAG2AAA,EN7 5ET,5d290bd7edf8287f0f23c742,473,15,199,259
Natal Rd Surgery,http://www.gpdoctor.co.uk/,WCAG2AAA,N11 2HU,5d290bd7edf8287f0f23c743
The Muswell Hill Practice,http://www.themuswellhillpractice.co.uk,WCAG2AAA,N10 2PS,5d290bd7edf8287f0f23c744,268,64,50,154
Belmont Medical Centre,http://www.belmontmedicalcentre.nhs.uk/,WCAG2AAA,UB2 5DU,5d290bd7edf8287f0f23c745,717,21,388,308
Gordon House Surgery,http://www.gordonhouse.nhs.uk,WCAG2AAA,W13 9NZ,5d290bd7edf8287f0f23c746,725,21,391,313
Bounds Green Group Practice,http://www.bggp.co.uk,WCAG2AAA,N11 2PF,5d290bd7edf8287f0f23c747,309,66,81,162
Cholmley Gardens Surgery,"http://www.cholmleygardensmc.nhs.uk/welcome,47856.htm",WCAG2AAA,NW6 1AE,5d290bd7edf8287f0f23c748
The Florence Road Surgery,http://www.florenceandbramleyroadsurgeries.nhs.uk,WCAG2AAA,W5 3TX,5d290bd7edf8287f0f23c749,635,24,337,274
Cloister Road Surgery,http://www.cloisterroadsurgery.co.uk,WCAG2AAA,W3 0DF,5d290bd7edf8287f0f23c74a,744,22,389,333
Hammond Road Surgery,https://hammondroadsurgery.nhs.uk,WCAG2AAA,UB2 4EH,5d290bd7edf8287f0f23c74b,712,22,388,302
West Hampstead Medical Centre,http://www.westhampsteadmedicalcentre.com,WCAG2AAA,NW6 1TP,5d290bd7edf8287f0f23c74c,507,53,138,316
Shakespeare Health Centre,http://www.shakespearehealthcentre.nhs.uk/index.aspx,WCAG2AAA,UB3 1NY,5d290bd7edf8287f0f23c74d,342,17,187,138
North Hyde Road Surgery,https://www.northhydepractice.nhs.uk/,WCAG2AAA,UB3 4NS,5d290bd7edf8287f0f23c74e,262,57,49,156
"Norwood Road Branch, The Southall Medical Centre",http://www.southallmedicalcentre.co.uk/,WCAG2AAA,UB2 4EY,5d290bd7edf8287f0f23c74f,720,26,383,311
Welcome Practice,http://www.welcomepractice.nhs.uk/,WCAG2AAA,UB2 4EY,5d290bd7edf8287f0f23c750,707,22,385,300
Dr Howard Daitz,http://www.thenorthlondonhealthcentre.co.uk,WCAG2AAA,N13 4JJ,5d290bd7edf8287f0f23c751,288,36,135,117
Highgate Group Practice,http://www.highgategrouppractice.com,WCAG2AAA,N6 4QA,5d290bd7edf8287f0f23c752,215,66,18,131
Westongrove Partnership,http://www.westongrove.com,WCAG2AAA,HP22 6LD,5d290bd7edf8287f0f23c753,394,17,146,231
Northfields Surgery,http://www.northfieldssurgery.nhs.uk,WCAG2AAA,W13 9QP,5d290bd7edf8287f0f23c754,718,22,390,306
Chamberlayne Road Surgery,http://nhsgp.online,WCAG2AAA,NW10 3JP,5d290bd7edf8287f0f23c755,274,61,54,159
Gillan House Surgery,http://www.gillanhousesurgery.co.uk,WCAG2AAA,N13 4BS,5d290bd7edf8287f0f23c756,208,33,64,111
Hughenden Valley Surgery,http://www.ourpractice.co.uk,WCAG2AAA,HP14 4LG,5d290bd7edf8287f0f23c757,457,105,106,246
Brondesbury Medical Centre,http://www.brondesburymedicalcentre.co.uk/,WCAG2AAA,NW6 7JQ,5d290bd7edf8287f0f23c758
The Woodberry Practice ,http://www.thewoodberrypractice.com/,WCAG2AAA,N21 3LE,5d290bd7edf8287f0f23c759,186,67,23,96
Dr Dineshwar Prasad,http://www.myddletonroadsurgery.co.uk,WCAG2AAA,N22 8NW,5d290bd7edf8287f0f23c75a,368,178,58,132
Cheshire Road Surgery,http://www.cheshireroadsurgery.co.uk,WCAG2AAA,N22 8JJ,5d290bd7edf8287f0f23c75b,167,12,50,105
The Town Surgery ,http://www.thetownsurgeryenfield.nhs.uk,WCAG2AAA,EN2 6TJ,5d290bd7edf8287f0f23c75c,135,2,79,54
Winchmore Hill Practice,http://www.winchmorehillpractice.nhs.uk,WCAG2AAA,N21 2SA,5d290bd7edf8287f0f23c75d,207,37,101,69
Park Lodge Medical Centre,http://www.parklodgemedicalcentre.co.uk/,WCAG2AAA,N21 2SA,5d290bd7edf8287f0f23c75e
Dr Veena Sharma,http://www.drveenasharma.co.uk,WCAG2AAA,SL2 5JP,5d290bd7edf8287f0f23c75f,287,18,135,134
Wexham Road Surgery,http://www.wexhamroadsurgery.co.uk,WCAG2AAA,SL2 5JP,5d290bd7edf8287f0f23c760,198,5,73,120
Dr K Sadhra & Partner,http://www.manorpark-medicalcentre.co.uk/,WCAG2AAA,SL1 3XU,5d290bd7edf8287f0f23c761,221,34,49,138
Heathrow Medical Centre,http://www.heathrowmedicalcentre.co.uk,WCAG2AAA,UB3 5AB,5d290bd7edf8287f0f23c762,143,42,43,58
Keats Group Practice,http://www.keatsgrouppractice.nhs.uk,WCAG2AAA,NW3 1NR,5d290bd7edf8287f0f23c763,316,103,70,143
Arcadian Gardens Surgery,http://www.arcadiangardens@nhs.net,WCAG2AAA,N22 5AB,5d290bd7edf8287f0f23c764
Grenoble Gardens Surgery,http://www.gpdoctor3.co.uk/,WCAG2AAA,N13 6JE,5d290bd7edf8287f0f23c765
