name,url,standard,address,task,result(total),result(error),result(warning),result(notice)
Pinner View Medical Centre,http://www.pinnerviewmedicalcentre.nhs.uk/,WCAG2AA,HA1 4QG,5d06a9eee0673f62602f5d15,291,31,88,172
The Devonshire Lodge Practice,http://www.devonshirelodge.co.uk/,WCAG2AA,HA5 1TG,5d06a9eee0673f62602f5d14,236,61,20,155
The Abbotsbury Practice,http://www.abbotsburypractice.nhs.uk/,WCAG2AA,HA5 1TG,5d06a9eee0673f62602f5d13,132,28,55,49
Dr Mukesh Pandya,http://www.savitamedicalcentre.co.uk,WCAG2AA,HA1 1RQ,5d06a9eee0673f62602f5d12,613,48,259,306
The Civic Medical Centre,http://www.civicmedicalcentre.com/,WCAG2AA,HA1 1SE,5d06a9eee0673f62602f5d11,200,46,44,110
Burvill House Surgery,http://www.burvillhousesurgery.org.uk,WCAG2AA,AL10 8HP,5d06a9eee0673f62602f5d10,239,26,80,133
The Pinner Road Surgery,http://www.pinnerroadsurgery.co.uk,WCAG2AA,HA1 4JS,5d06a9eee0673f62602f5d0f,529,49,219,261
Southcote Clinic,http://www.southcoteclinic.co.uk,WCAG2AA,HA4 7LJ,5d06a9eee0673f62602f5d0e,206,40,76,90
Village Surgery,http://www.thevillagesurgeries.co.uk/,WCAG2AA,AL4 8BT,5d06a9eee0673f62602f5d0d,236,64,47,125
Headstone Road Surgery,http://www.headstoneroadsurgery.nhs.uk,WCAG2AA,HA1 1PG,5d06a9eee0673f62602f5d0c,151,17,56,78
Streatfield Health Centre,http://www.streatfieldhealthcentre.co.uk,WCAG2AA,HA3 9BP,5d06a9eee0673f62602f5a58,186,56,28,102
Wrafton House Surgery,http://wraftonhousesurgery.co.uk/,WCAG2AA,AL10 0BS,5d06a9eee0673f62602f5a57,425,23,128,274
Denham Medical Centre,http://www.denhammedicalcentre.co.uk,WCAG2AA,UB9 5GA,5d06a9eee0673f62602f5a56,167,7,66,94
Medical Centre,http://www.deanslanemedicalcentre.co.uk,WCAG2AA,HA8 9NT,5d06a9eee0673f62602f5a55,305,18,89,198
The Allan Practice,http://www.calcotmedicalcentre.co.uk/,WCAG2AA,SL9 9SA,5d06a9eee0673f62602f5a54,302,105,38,159
The Hall Practice,http://www.calcotmedicalcentre-hallpractice.co.uk,WCAG2AA,SL9 9SA,5d06a9eee0673f62602f5a64
Mulberry Medical Practice - Sefton Ave,http://www.mulberrymedical.nhs.uk/,WCAG2AA,NW7 3QB,5d06a9eee0673f62602f5a63,174,17,51,106
Bacon Lane Surgery,http://www.baconlanesurgery.co.uk/,WCAG2AA,HA8 5AT,5d06a9eee0673f62602f5a62,411,25,156,230
Wood Lane Medical Centre,http://www.woodlanesurgery.nhs.uk/,WCAG2AA,HA4 6ER,5d06a9eee0673f62602f5a61,287,72,29,186
Honeypot Medical Centre ,http://www.honeypotmc.co.uk/,WCAG2AA,HA7 1JP,5d06a9eee0673f62602f5a60,403,11,270,122
Gp Direct,http://www.gpdirect.co.uk,WCAG2AA,HA2 0RQ,5d06a9eee0673f62602f5a72,283,87,54,142
St Peter's Medical Centre,http://www.stpetersmedicalcentre.org.uk,WCAG2AA,HA1 4BS,5d06a9eee0673f62602f5a71,605,50,252,303
The Northwick Surgery,http://www.northwicksurgery.co.uk/,WCAG2AA,HA1 2NU,5d06a9eee0673f62602f5a70,473,31,159,283
Mollison Way Surgery,http://www.mollisonwaygp.co.uk,WCAG2AA,HA8 5QL,5d06a9eee0673f62602f5a6f,396,101,69,226
Kenton Bridge Medical Centre Dr Raja & Dr Ali,http://www.kbmc.org.uk/,WCAG2AA,HA3 0YX,5d06a9eee0673f62602f5a6e,599,49,253,297
Kings Road Surgery,http://www.kingsroadmedicalcentre.com,WCAG2AA,HA2 9JJ,5d06a9eee0673f62602f5a6d,324,17,95,212
The Shaftesbury Medical Centre,http://www.shaftesburymedicalcentre.co.uk,WCAG2AA,HA2 0AH,5d06a9eee0673f62602f5a6c,201,29,71,101
WATLING MEDICAL CENTRE Burnt Oak,http://www.watlingmedicalcentre.co.uk,WCAG2AA,HA8 0NR,5d06a9eee0673f62602f5a6b,42,6,19,17
Dr D Frost And Partners,http://www.millwaymedical.com,WCAG2AA,NW7 2HX,5d06a9eee0673f62602f5d2e,503,20,234,249
The Stag - Hollyrood Practice,https://thestagholyroodsurgery.nhs.uk/,WCAG2AA,HA8 5LP,5d06a9eee0673f62602f5d2d,1258,533,109,616
Mulberry Medical Practice - Woodcroft,http://www.mulberrymedical.nhs.uk/,WCAG2AA,HA8 0EN,5d06a9eee0673f62602f5d2c,172,17,51,104
Longrove surgery,http://www.longrovesurgery.co.uk,WCAG2AA,EN5 4HT,5d06a9eee0673f62602f5d2b,248,23,89,136
Dr Kp Patel's Practice,http://www.wallaseymedicalcentre.co.uk,WCAG2AA,UB10 8SA,5d06a9eee0673f62602f5d2a,371,53,110,208
Roxbourne Medical Centre,http://www.roxbournemc.com/,WCAG2AA,HA2 0UE,5d06a9eee0673f62602f5d29,563,55,223,285
The Old Court House Surgery,https://www.ochsurgery.co.uk,WCAG2AA,SM1 4AF,5d06a9eee0673f62602f5d28,363,61,160,142
Kings Edge Medical Centre,http://www.kingsedgemedicalcentre.uk/,WCAG2AA,NW9 0QP,5d06a9eee0673f62602f5d27,216,8,131,77
"GP Direct, Dr Merali & Partners, Eastcote Lane",http://www.gpdirect.co.uk,WCAG2AA,HA2 8BS,5d06a9eee0673f62602f5d26,283,87,54,142
Simpson House Medical Centre - Dr Rozewicz & Partners,http://www.simpsonhouse.org.uk,WCAG2AA,HA2 8RS,5d06a9eee0673f62602f5d25,265,20,92,153
Brampton Health Centre,http://www.bramptonhealthcentre.co.uk/,WCAG2AA,NW9 9BY,5d06a9eee0673f62602f5d24,298,46,25,227
Kingsbury Health and Wellbeing,http://www.kingsburyhealthandwellbeing.co.uk/,WCAG2AA,NW9 0EF,5d06a9eee0673f62602f5d23,532,64,269,199
Preston Hill Surgery ,http://www.aksyrmedicalpractice.nhs.uk/,WCAG2AA,HA3 9SN,5d06a9eee0673f62602f5d22,369,63,173,133
Vale Drive Medical Practice,https://www.valedrivemedical.nhs.uk/,WCAG2AA,EN5 2ED,5d06a9eee0673f62602f5d21,312,20,90,202
The Fryent Way Surgery,http://www.thefryentwaysurgery.nhs.uk,WCAG2AA,NW9 9SB,5d06a9eee0673f62602f5d20,293,129,38,126
The Everglade Medical Practice,http://www.everglademedicalpractice.nhs.uk/,WCAG2AA,NW9 5XT,5d06a9eee0673f62602f5a7b,361,151,82,128
Willow Tree Family Doctors,http://www.willowtreefamilydoctors.com/,WCAG2AA,NW9 9AD,5d06a9eee0673f62602f5a7a,307,22,111,174
Highview Medical Centre,http://www.highviewsurgery.co.uk/,WCAG2AA,EN6 5DA,5d06a9eee0673f62602f5a79,327,72,86,169
Lanfranc Medical Centre,http://www.lanfrancmedicalcentre.co.uk,WCAG2AA,HA1 3QE,5d06a9eee0673f62602f5a78,692,21,387,284
Dr Muhammad Misbah-Ur-Rehman Siddiqui,http://www.walnutwaysurgery.nhs.uk/,WCAG2AA,HA4 6TA,5d06a9eee0673f62602f5a77,208,19,82,107
UXENDON CRESCENT SURGERY ,http://www.uxendoncrescentsurgery.co.uk,WCAG2AA,HA9 9TW,5d06a9eee0673f62602f5a76,356,35,96,225
Colindale Medical Centre Lp,http://www.colindalemedicalcentre.nhs.uk,WCAG2AA,NW9 6DJ,5d06a9eee0673f62602f5a75,204,20,63,121
Hillingdon Health Centre,http://www.hillingdonhealthcentre.co.uk,WCAG2AA,UB10 9QF,5d06a9eee0673f62602f5a74,169,50,19,100
Dr Govindasamy Balachandran,http://doncasterdrivemedicalcentre.nhs.uk,WCAG2AA,UB5 4AT,5d06a9eee0673f62602f5a73,640,22,347,271
Dr. D Creak & Partners,http://www.peartreegp.co.uk,WCAG2AA,AL7 4JS,5d06a9eee0673f62602f5a95,309,18,146,145
Ephedra Healthcare,http://www.springhouse.nhs.uk/,WCAG2AA,AL7 4HL,5d06a9eee0673f62602f5a94,212,14,67,131
Addington Medical Centre,http://www.addingtonmedicalcentre.co.uk,WCAG2AA,EN5 1QH,5d06a9eee0673f62602f5a93,481,103,204,174
The Barnabas Medical Centre,http://www.barnabasmedicalcentre.co.uk,WCAG2AA,UB5 4SR,5d06a9eee0673f62602f5a92,711,21,385,305
"Garden City Practice, Welwyn Garden City",http://www.gardencitypractice.nhs.uk,WCAG2AA,AL8 6QW,5d06a9eee0673f62602f5a91,176,28,26,122
Sudbury Surgery,http://www.sudburysurgery.co.uk,WCAG2AA,HA0 3HG,5d06a9eee0673f62602f5a90,160,8,43,109
Parkway Surgery,http://www.hallgrovesurgery.co.uk,WCAG2AA,AL8 6HG,5d06a9eee0673f62602f5a8f,583,164,261,158
PRESTON ROAD SURGERY,http://www.prestonroadsurgerywembley.co.uk,WCAG2AA,HA9 8LB,5d06a9eee0673f62602f5a8e,195,7,62,126
Islip Manor Medical Centre,http://www.islipmanorsurgery.co.uk/,WCAG2AA,UB5 5RG,5d06a9eee0673f62602f5a8d,708,21,388,299
The Belmont Medical Centre,http://www.thebelmontmedicalcentre.co.uk,WCAG2AA,UB8 1SD,5d06a9eee0673f62602f5a8c,278,9,143,126
Peartree Lane Surgery,http://www.peartreegp.co.uk,WCAG2AA,AL7 3UJ,5d06a9eee0673f62602f5a8b,310,19,146,145
Dr Rackham & Partners,http://www.centraluxbridgesurgery.co.uk,WCAG2AA,UB8 1UB,5d06a9eee0673f62602f5a8a,192,22,67,103
ST GEORGE'S MEDICAL CENTRE,http://www.stgeorgesmc.co.uk/,WCAG2AA,NW4 4QR,5d06a9eee0673f62602f5a89,298,39,113,146
Dr Ajay Birly,http://www.acornmedicalcentre.nhs.uk/,WCAG2AA,UB10 9JN,5d06a9eee0673f62602f5a88,185,21,74,90
Wembley Park Drive Medical Centre,https://www.wembleyparkdrive.co.uk,WCAG2AA,HA9 8HD,5d06a9eee0673f62602f5a87,255,73,41,141
Allendale Road Surgery,http://www.allendalesurgery.co.uk/,WCAG2AA,UB6 0RA,5d06a9eee0673f62602f5a86,709,22,384,303
Dr David Monkman,http://www.eastbarnetgpsurgeries.co.uk,WCAG2AA,EN4 8QZ,5d06a9eee0673f62602f5a85,175,6,59,110
Ellis Practice,http://www.ellispractice.co.uk,WCAG2AA,HA9 9FX,5d06a9eee0673f62602f5a84,184,21,41,122
Chalkhill Family Practice,http://www.chalkhillfamilypractice.nhs.uk/,WCAG2AA,HA9 9FX,5d06a9eee0673f62602f5a83,272,29,81,162
Hall Grove Practice,http://www.hallgrovesurgery.co.uk,WCAG2AA,AL7 4PL,5d06a9eee0673f62602f5a82,583,164,261,158
Hendon Way Surgery ,http://www.hendonwaysurgery.nhs.uk,WCAG2AA,NW9 7DG,5d06a9eee0673f62602f5a81,225,56,49,120
Forty Willows Surgery,http://www.fortywillowssurgery.nhs.uk,WCAG2AA,HA9 9HA,5d06a9eee0673f62602f5a80,264,56,80,128
Jai Medical Centre (Hendon),http://www.jaimedical.nhs.uk/,WCAG2AA,NW4 3SU,5d06a9eee0673f62602f5a7f,1190,510,94,586
The Phoenix Practice,http://www.phoenixpractice.co.uk/,WCAG2AA,NW4 4AE,5d06a9eee0673f62602f5a7e,104,27,11,66
The Tudor House Medical Centre,http://www.tudorhousemedicalcentre.nhs.uk,WCAG2AA,HA9 9DS,5d06a9eee0673f62602f5a7d,238,27,95,116
Lancelot Medical Centre,http://www.lancelotmedicalcentre.co.uk,WCAG2AA,HA0 2AL,5d06a9eee0673f62602f5a7c,174,46,23,105
The Garden City Practice,http://www.gardencitypractice.nhs.uk,WCAG2AA,AL8 7QG,5d06a9eee0673f62602f5a9e,176,28,26,122
St Andrews Medical Practice,http://www.standrewsmedicalpractice.nhs.uk,WCAG2AA,N20 9EX,5d06a9eee0673f62602f5a9d,151,37,43,71
Premier Medical Centre,http://www.premiermedicalcentre.nhs.uk/,WCAG2AA,HA0 4UZ,5d06a9eee0673f62602f5a9c,176,20,41,115
Pearl Medical Practice,http://www.pearlmedicalpractice.nhs.uk,WCAG2AA,HA0 4UZ,5d06a9eee0673f62602f5a9b,686,12,387,287
The Sunflower Medical Centre,https://www.sunflowermedicalcentre.co.uk/,WCAG2AA,HA0 4UZ,5d06a9eee0673f62602f5a9a,301,101,76,124
The Wembley Practice,http://www.wembleygp.co.uk,WCAG2AA,HA0 4UZ,5d06a9eee0673f62602f5a99,396,101,69,226
Hillview Surgery,http://www.hillviewsurgery.nhs.uk,WCAG2AA,UB6 7HQ,5d06a9eee0673f62602f5a98,703,23,381,299
Derwent Crescent Medical Centre,http://www.derwentmedical.co.uk,WCAG2AA,N20 0QQ,5d06a9eee0673f62602f5a97,224,68,27,129
The Cedar Brook Practice,http://www.thecedarbrookpractice.co.uk,WCAG2AA,UB4 8DD,5d06a9eee0673f62602f5a96
WEST END SURGERY,http://www.westendsurgerynortholt.nhs.uk,WCAG2AA,UB5 6QN,5d06a9eee0673f62602f5aa7,702,21,377,304
Yeading Medical Centre,http://www.yeadingmedicalcentre.nhs.uk,WCAG2AA,UB5 6LD,5d06a9eee0673f62602f5aa6,713,21,389,303
The Simpson Centre,http://www.thesimpsoncentre.com,WCAG2AA,HP9 1PS,5d06a9eee0673f62602f5aa5,204,30,72,102
Dr Azim and partners,http://www.drazimandpartners.nhs.uk/,WCAG2AA,NW4 3EB,5d06a9eee0673f62602f5aa4,319,23,180,116
Cornwall House Surgery,http://cornwallhousesurgery.googlepages.com/home,WCAG2AA,N3 1LD,5d06a9eee0673f62602f5aa3,22,3,10,9
Supreme Medical Centre,http://www.suprememedicalcentre.nhs.uk/,WCAG2AA,N3 2JX,5d06a9eee0673f62602f5aa2,186,49,13,124
The Speedwell Practice,http://www.thespeedwellpractice.nhs.uk,WCAG2AA,N12 9SS,5d06a9eee0673f62602f5aa1,156,5,80,71
Torrington Park Group Practice,"http://www.torringtonparkgrouppractice.nhs.uk/welcome,48540.htm",WCAG2AA,N12 9SS,5d06a9eee0673f62602f5aa0,220,39,101,80
Lichfield Grove Surgery,http://www.lichfieldgrovesurgery.nhs.uk,WCAG2AA,N3 2JP,5d06a9eee0673f62602f5a9f,254,28,94,132
ROTHSCHILD HOUSE SURGERY,http://www.rothschildhousesurgery.co.uk,WCAG2AA,HP23 6PU,5d06a9eee0673f62602f5ab9,331,57,21,253
Haldens Medical Centre,http://www.gardencitypractice.nhs.uk,WCAG2AA,AL7 1DF,5d06a9eee0673f62602f5ab8,176,28,26,122
Northolt Family Practice,https://www.northoltandallenbypractice.co.uk/,WCAG2AA,UB5 6WL,5d06a9eee0673f62602f5ab7,720,22,387,311
Cockfosters Medical Centre,http://www.cockfostersmedicalcentre.nhs.uk,WCAG2AA,EN4 9NB,5d06a9eee0673f62602f5ab6,150,44,18,88
Allenby Clinic,https://www.northoltandallenbypractice.co.uk/,WCAG2AA,UB5 6WL,5d06a9eee0673f62602f5ab5,720,22,387,311
GOODCARE PRACTICE,http://www.goodcarepracticenortholt.nhs.uk,WCAG2AA,UB5 6WL,5d06a9eee0673f62602f5ab4,704,22,381,301
Broadmead Surgery,http://www.broadmeadsurgery.co.uk,WCAG2AA,UB5 6WL,5d06a9eee0673f62602f5ab3,657,21,355,281
Dr Shobhna Patel,http://nhsgp.online,WCAG2AA,HA0 4SH,5d06a9eee0673f62602f5ab2,272,60,54,158
Prospect House Surgery,http://www.thepracticeprospecthouse.nhs.uk/,WCAG2AA,HP16 0BG,5d06a9eee0673f62602f5ab1,340,138,52,150
Moors Walk Surgery,http://www.peartreegp.co.uk,WCAG2AA,AL7 2BQ,5d06a9eee0673f62602f5ab0,310,18,146,146
Stanley Corner Medical Centre,http://www.stanleycornermedicalcentre.co.uk,WCAG2AA,HA0 4JF,5d06a9eee0673f62602f5aaf,206,43,48,115
THE PINE MEDICAL CENTRE,http://www.thepinemedicalcentre.nhs.uk,WCAG2AA,UB4 8RB,5d06a9eee0673f62602f5aae,1197,519,87,591
Perivale Medical Clinic,https://www.perivalemedicalcentre.nhs.uk/,WCAG2AA,UB6 8HU,5d06a9eee0673f62602f5aad,720,22,386,312
Crest Medical Centre,http://nhsgp.online,WCAG2AA,NW2 7NA,5d06a9eee0673f62602f5aac,272,60,54,158
Oakleigh Road Health Centre,http://www.oakleighroadclinic.nhs.uk,WCAG2AA,N20 0DH,5d06a9eee0673f62602f5aab,702,70,318,314
The Law Medical Group Practice,http://www.lawmedicalgrouppractice.co.uk/,WCAG2AA,HA9 6QQ,5d06a9eee0673f62602f5aaa,227,46,35,146
Neasden Medical Centre,http://www.neasdenmc.co.uk,WCAG2AA,NW2 7SA,5d06a9eee0673f62602f5aa9
Rosemary Surgery,http://www.rosemarymedicalcentre.nhs.uk/contact1.aspx,WCAG2AA,N3 2QN,5d06a9eee0673f62602f5aa8,175,49,18,108
Hazeldene Medical Centre,http://nhsgp.online,WCAG2AA,HA9 6PW,5d06a9eee0673f62602f5ac1,272,60,54,158
West London Medical Centre,http://www.londongp.org.uk,WCAG2AA,UB8 3NG,5d06a9eee0673f62602f5ac0,668,247,26,395
Gladstone Medical Centre,http://www.gladstonemedicalcentre.nhs.uk,WCAG2AA,NW2 6JH,5d06a9eee0673f62602f5abf,5,3,0,2
The Southgate Surgery,http://www.thesouthgatesurgerynorthlondon.nhs.uk,WCAG2AA,N14 4PR,5d06a9eee0673f62602f5abe,273,25,182,66
Squires Lane Medical Practice,https://www.squireslanemedicalpractice.co.uk/,WCAG2AA,N3 2AU,5d06a9eee0673f62602f5abd,369,30,105,234
Brunswick Park Medical Centre,http://www.brunswickparkmedicalpractice.nhs.uk,WCAG2AA,N11 1EY,5d06a9eee0673f62602f5abc,239,72,36,131
The Penn Surgery,http://www.thesimpsoncentre.com/,WCAG2AA,HP10 8LQ,5d06a9eee0673f62602f5abb
Brentfield Medical Centre,http://www.brentfieldmedicalcentre.co.uk,WCAG2AA,NW10 8TF,5d06a9eee0673f62602f5aba,240,9,119,112
Oxgate Gardens Surgery,http://www.oxgategardens.co.uk/,WCAG2AA,NW2 6EA,5d06a9eee0673f62602f5ad1,201,19,72,110
Sudbury And Alperton Medical Centre,http://www.samc.org.uk,WCAG2AA,HA0 1EU,5d06a9eee0673f62602f5ad0,209,62,15,132
Temple Fortune Medical Group,http://www.tfhc.org.uk,WCAG2AA,NW11 7TE,5d06a9eee0673f62602f5acf
Somerset Medical Centre,http://www.somersetmedicalcentre.nhs.uk/,WCAG2AA,UB1 2TS,5d06a9eee0673f62602f5ace,711,22,386,303
St.Georges Medical Ctr.,http://www.stgeorgesmedicalcentre.co.uk,WCAG2AA,UB1 2RX,5d06a9eee0673f62602f5acd,717,22,390,305
Elmbank Surgery,http://www.elmbanksurgery.nhs.uk/,WCAG2AA,W7 3DD,5d06a9eee0673f62602f5acc,717,22,388,307
Friern Barnet Medical Centre,http://www.friernbarnetmedicalcentre.nhs.uk,WCAG2AA,N11 3BU,5d06a9eee0673f62602f5acb,154,40,33,81
Jubilee Gardens Medical Centre,https://www.jubileegardensmedicalcentre.co.uk,WCAG2AA,UB1 2TJ,5d06a9eee0673f62602f5aca,711,22,387,302
Woodbridge Medical Centre,http://www.woodbridgemedicalcentre.nhs.uk/,WCAG2AA,UB1 2TJ,5d06a9eee0673f62602f5ac9,706,21,384,301
Threeways Surgery,http://www.threewayssurgery.co.uk,WCAG2AA,SL2 4AZ,5d06a9eee0673f62602f5ac8,214,9,80,125
Hazlemere Surgery,https://desborough.gpsurgery.net/,WCAG2AA,HP15 7AD,5d06a9eee0673f62602f5ac7,386,169,16,201
CHURCH END MEDICAL CENTRE ,http://www.cemc.nhs.uk,WCAG2AA,NW10 9HP,5d06a9eee0673f62602f5ac6,696,21,389,286
The Southall Medical Centre,http://www.southallmedicalcentre.co.uk/,WCAG2AA,UB1 2PT,5d06a9eee0673f62602f5ac5,720,26,383,311
The Stonebridge Practice,http://www.thestonebridgepractice.co.uk,WCAG2AA,NW10 8RY,5d06a9eee0673f62602f5ac4,272,20,123,129
AKSYR MEDICAL PRACTICE,http://www.aksyrmedicalpractice.nhs.uk,WCAG2AA,NW10 8RY,5d06a9eee0673f62602f5ac3,369,63,173,133
Hilltop Medical Practice,http://www.thehilltopmedicalpractice.co.uk,WCAG2AA,NW10 8RY,5d06a9eee0673f62602f5ac2,463,63,243,157
Adler Js-The Surgery,http://www.drsadlerandrosenberg.gpsurgery.net,WCAG2AA,NW11 7NP,5d06a9eee0673f62602f5ad5,376,174,23,179
Chepstow Gardens Medical Centre,http://www.drmikhailladymargaretroad.co.uk,WCAG2AA,UB1 2RL,5d06a9eee0673f62602f5ad4
Greenford Avenue Fhp,https://www.greenfordavenuefhp.co.uk/,WCAG2AA,W7 3AH,5d06a9eee0673f62602f5ad3,713,22,388,303
The Pitshanger Lane Surgery,http://www.pitshangerfamilypracitce.nhs.uk,WCAG2AA,W5 1RQ,5d06a9eee0673f62602f5ad2
Lynwood Surgery ,https://systmonline.tpp-uk.com,WCAG2AA,W5 1JQ,5d06a9eee0673f62602f5ad9,3,1,0,2
Queens Walk Practice,http://www.queenswalkpractice.nhs.uk,WCAG2AA,W5 1TP,5d06a9eee0673f62602f5ad8,722,22,390,310
The Hodford Road Practice,http://www.hodfordroadsurgery.co.uk,WCAG2AA,NW11 8NH,5d06a9eee0673f62602f5ad7,191,7,92,92
Otterfield Medical Centre,http://www.otterfieldmedicalcentre.co.uk/,WCAG2AA,UB7 8PE,5d06a9eee0673f62602f5ad6,317,107,49,161
Kincora Surgery,http://www.kincoradoctorsurgery.com,WCAG2AA,UB3 3HG,5d06a9eee0673f62602f5ae0,198,17,31,150
The Argyle Surgery,http://www.argylesurgery.com,WCAG2AA,W13 8ER,5d06a9eee0673f62602f5adf,689,23,367,299
Iver Medical Centre,http://www.iverdoc.co.uk/,WCAG2AA,SL0 9NU,5d06a9eee0673f62602f5ade,263,48,106,109
The Willesden Medical Centre,https://www.willesdenmedicalcentre.co.uk,WCAG2AA,NW10 2PT,5d06a9eee0673f62602f5add,241,76,33,132
THE SHELDON PRACTICE ,http://www.thesheldonpractice.co.uk/,WCAG2AA,NW2 3AH,5d06a9eee0673f62602f5adc,1187,509,87,591
Greenhill Park Medical Centre,http://www.neasdenmc.co.uk,WCAG2AA,NW10 9AR,5d06a9eee0673f62602f5adb
The Mwh Practice,http://www.mwhpractice.co.uk/,WCAG2AA,UB1 1LA,5d06a9eee0673f62602f5ada,172,42,70,60
CHICHELE ROAD SURGERY,http://www.chicheleroadsurgery .co.uk,WCAG2AA,NW2 3AN,5d06a9eee0673f62602f5ae4,2,2,0,0
Sunrise Medical Centre,http://www.sunrisemedicalcentre.nhs.uk,WCAG2AA,UB1 1HS,5d06a9eee0673f62602f5ae3,714,22,386,306
Guru Nanak Medical Centre,http://www.drgsinghandpartners.nhs.uk,WCAG2AA,UB1 1EE,5d06a9eee0673f62602f5ae2,717,21,388,308
Willesden Green Surgery,https://www.willesdengreensurgery.nhs.uk/,WCAG2AA,NW2 3UY
Yiewsley Family Practice,http://yiewsleyhealthcentre.nhs.uk/,WCAG2AA,UB7 7DP
Park Royal Medical Practice,http://www.parkroyalmedicalpractice.nhs.uk,WCAG2AA,NW10 7NS
Bincote Surgery,http://www.bincotesurgery.co.uk,WCAG2AA,EN2 7RD,5d06a9eee0673f62602f5ae1,375,34,108,233
Roundwood Park Medical Centre,http://www.roundwoodparkmedicalcentre.nhs.uk,WCAG2AA,NW10 3RY
Burnley Medical Practice,http://www.burnleygp.co.uk,WCAG2AA,NW10 3RY
The John Hampden Surgery,http://www.johnhampdensurgery.co.uk/,WCAG2AA,HP16 9EU
Highlands Practice ,http://www.highlandspractice.com,WCAG2AA,N21 1UJ
HESA Medical Centre,http://www.hesamedicalcentre.co.uk/,WCAG2AA,UB3 4DD,5d06a9eee0673f62602f5beb,165,44,26,95
Arnos Grove Medical Centr,http://www.arnosgrovemedicalcentre.nhs.uk,WCAG2AA,N11 1BD,5d06a9eee0673f62602f5bea,147,8,68,71
Chequers Surgery,http://www.ourpractice.co.uk,WCAG2AA,HP16 9DU,5d06a9eee0673f62602f5be9,461,109,106,246
Cherrymead Surgery,http://www.cherrymeadsurgery.co.uk,WCAG2AA,HP10 9XA,5d06a9eee0673f62602f5be8,286,72,68,146
The Corfton Road Surgery,http://www.corftonroadsurgery.co.uk,WCAG2AA,W5 2HS,5d06a9eee0673f62602f5be7,705,21,383,301
Staverton Surgery,http://www.stavertonsurgery.nhs.uk,WCAG2AA,NW2 5HA,5d06a9eee0673f62602f5be6,218,8,107,103
MAPESBURY MEDICAL GROUP,http://www.mapesburymedicalgroup.co.uk/,WCAG2AA,NW2 3PS,5d06a9eee0673f62602f5be5,340,136,56,148
Bourne End and Wooburn Green Medical Centre,http://www.poundhousepractice.co.uk,WCAG2AA,HP10 0EE,5d06a9eee0673f62602f5bf3
Buckingham Rd Surgery,http://www.buckinghamroadsurgery.nhs.uk/,WCAG2AA,NW10 4RR,5d06a9eee0673f62602f5bf2,4,2,0,2
Westseven GP,http://www.westsevengp.nhs.uk,WCAG2AA,W7 1DR,5d06a9eee0673f62602f5bf1,712,22,389,301
Hanwell Health Centre - Lees Naish Bassi,http://www.hanwell.gpsurgerywebsite.co.uk,WCAG2AA,W7 1DR,5d06a9eee0673f62602f5bf0
The Cuckoo Lane Practice,http://www.cuckoolanesurgery.co.uk/,WCAG2AA,W7 1DR,5d06a9eee0673f62602f5bef,707,22,382,303
Aston Clinton Surgery,https://www.westongrove.com,WCAG2AA,HP22 5LB,5d06a9eee0673f62602f5bee,419,20,164,235
Queens Avenue Practice,http://queensavenue.practice@nhs.net,WCAG2AA,N10 3BJ,5d06a9eee0673f62602f5bed
The Jersey Practice,http://www.thejerseypractice.com/,WCAG2AA,UB2 4UP,5d06a9eee0673f62602f5bec,191,15,49,127
Rutland House Surgery,http://www.rutlandhouse.nhs.uk,WCAG2AA,N10 1DU,5d06a9eee0673f62602f5bfc,160,12,28,120
The Boileau Road Surgery,http://www.boileauroadsurgery.nhs.uk/,WCAG2AA,W5 3AJ,5d06a9eee0673f62602f5bfb,712,22,388,302
Grosvenor House Surgery,http://www.grosvenorhousesurgery.nhs.uk,WCAG2AA,W13 9BE,5d06a9eee0673f62602f5bfa,681,22,371,288
The Alexandra Surgery,http://www.alexandrasurgery.com/,WCAG2AA,N22 7UN,5d06a9eee0673f62602f5bf9,203,47,53,103
Featherstone Road Health Centre,https://www.featherstoneroadhc.co.uk/,WCAG2AA,UB2 5BQ,5d06a9eee0673f62602f5bf8,689,24,378,287
Valley View Health Centre,https://www.cuffleyvillagesurgery.co.uk/,WCAG2AA,EN7 5ET,5d06a9eee0673f62602f5bf7,473,15,199,259
Natal Rd Surgery,http://www.gpdoctor.co.uk/,WCAG2AA,N11 2HU,5d06a9eee0673f62602f5bf6,420,20,122,278
The Muswell Hill Practice,http://www.themuswellhillpractice.co.uk,WCAG2AA,N10 2PS,5d06a9eee0673f62602f5bf5,250,64,35,151
Belmont Medical Centre,http://www.belmontmedicalcentre.nhs.uk/,WCAG2AA,UB2 5DU,5d06a9eee0673f62602f5bf4,722,22,390,310
Gordon House Surgery,http://www.gordonhouse.nhs.uk,WCAG2AA,W13 9NZ,5d06a9eee0673f62602f5c04,729,22,393,314
Bounds Green Group Practice,http://www.bggp.co.uk,WCAG2AA,N11 2PF,5d06a9eee0673f62602f5c03,312,66,84,162
Cholmley Gardens Surgery,"http://www.cholmleygardensmc.nhs.uk/welcome,47856.htm",WCAG2AA,NW6 1AE,5d06a9eee0673f62602f5c02
The Florence Road Surgery,http://www.florenceandbramleyroadsurgeries.nhs.uk,WCAG2AA,W5 3TX,5d06a9eee0673f62602f5c01,634,24,337,273
